CVCL	label
cellosaurus:CVCL_2582	LUDLU-1
cellosaurus:CVCL_1394	LXF 289
cellosaurus:CVCL_1394	LXF 289
cellosaurus:CVCL_1394	LXF 289
cellosaurus:CVCL_1394	LXF 289
cellosaurus:CVCL_S807	M000907
cellosaurus:CVCL_S808	M000921
cellosaurus:CVCL_0400	M059J
cellosaurus:CVCL_0401	M059K
cellosaurus:CVCL_S680	M34
cellosaurus:CVCL_V744	M40
cellosaurus:CVCL_D035	M88
cellosaurus:CVCL_DI46	M950322
cellosaurus:CVCL_DI47	M950504
cellosaurus:CVCL_DI48	M961121
cellosaurus:CVCL_DI43	M970109
cellosaurus:CVCL_DI44	M970131
cellosaurus:CVCL_DI45	M970805
cellosaurus:CVCL_S678	M990802
cellosaurus:CVCL_A116	Ma-Mel-02
cellosaurus:CVCL_A118	Ma-Mel-05
cellosaurus:CVCL_A119	Ma-Mel-06
cellosaurus:CVCL_A121	Ma-Mel-08a
cellosaurus:CVCL_A123	Ma-Mel-10
cellosaurus:CVCL_A124	Ma-Mel-100a
cellosaurus:CVCL_A125	Ma-Mel-101
cellosaurus:CVCL_A127	Ma-Mel-103a
cellosaurus:CVCL_A131	Ma-Mel-107
cellosaurus:CVCL_A133	Ma-Mel-11
cellosaurus:CVCL_A134	Ma-Mel-110
cellosaurus:CVCL_A136	Ma-Mel-113
cellosaurus:CVCL_A137	Ma-Mel-114
cellosaurus:CVCL_A138	Ma-Mel-119
cellosaurus:CVCL_A139	Ma-Mel-12
cellosaurus:CVCL_A144	Ma-Mel-126
cellosaurus:CVCL_A145	Ma-Mel-128a
cellosaurus:CVCL_A146	Ma-Mel-13
cellosaurus:CVCL_A147	Ma-Mel-130
cellosaurus:CVCL_A148	Ma-Mel-134
cellosaurus:CVCL_A149	Ma-Mel-136
cellosaurus:CVCL_A152	Ma-Mel-150a
cellosaurus:CVCL_A155	Ma-Mel-17
cellosaurus:CVCL_A156	Ma-Mel-19
cellosaurus:CVCL_A158	Ma-Mel-21
cellosaurus:CVCL_A160	Ma-Mel-23
cellosaurus:CVCL_A162	Ma-Mel-26a
cellosaurus:CVCL_A163	Ma-Mel-27
cellosaurus:CVCL_A165	Ma-Mel-30
cellosaurus:CVCL_A167	Ma-Mel-32
cellosaurus:CVCL_A170	Ma-Mel-35
cellosaurus:CVCL_A171	Ma-Mel-36
cellosaurus:CVCL_A171	Ma-Mel-36
cellosaurus:CVCL_A171	Ma-Mel-36
cellosaurus:CVCL_A171	Ma-Mel-36
cellosaurus:CVCL_A172	Ma-Mel-37a
cellosaurus:CVCL_A174	Ma-Mel-38
cellosaurus:CVCL_A175	Ma-Mel-39a
cellosaurus:CVCL_A176	Ma-Mel-40
cellosaurus:CVCL_A180	Ma-Mel-45a
cellosaurus:CVCL_A183	Ma-Mel-48a
cellosaurus:CVCL_N786	Ma-Mel-48b
cellosaurus:CVCL_N787	Ma-Mel-48c
cellosaurus:CVCL_A186	Ma-Mel-51
cellosaurus:CVCL_A188	Ma-Mel-53
cellosaurus:CVCL_A189	Ma-Mel-54a
cellosaurus:CVCL_C288	Ma-Mel-54b
cellosaurus:CVCL_A192	Ma-Mel-57
cellosaurus:CVCL_A193	Ma-Mel-58
cellosaurus:CVCL_A194	Ma-Mel-59a
cellosaurus:CVCL_A195	Ma-Mel-60
cellosaurus:CVCL_C291	Ma-Mel-61a
cellosaurus:CVCL_C291	Ma-Mel-61a
cellosaurus:CVCL_C292	Ma-Mel-61b
cellosaurus:CVCL_S666	Ma-Mel-61c
cellosaurus:CVCL_S667	Ma-Mel-61e
cellosaurus:CVCL_S669	Ma-Mel-61g
cellosaurus:CVCL_S670	Ma-Mel-61h
cellosaurus:CVCL_A197	Ma-Mel-62
cellosaurus:CVCL_A198	Ma-Mel-63a
cellosaurus:CVCL_A201	Ma-Mel-66a
cellosaurus:CVCL_A203	Ma-Mel-67
cellosaurus:CVCL_A205	Ma-Mel-69
cellosaurus:CVCL_A207	Ma-Mel-71
cellosaurus:CVCL_A208	Ma-Mel-73a
cellosaurus:CVCL_A211	Ma-Mel-75
cellosaurus:CVCL_A212	Ma-Mel-76
cellosaurus:CVCL_A214	Ma-Mel-79b
cellosaurus:CVCL_A215	Ma-Mel-80a
cellosaurus:CVCL_A220	Ma-Mel-85
cellosaurus:CVCL_A221	Ma-Mel-86a
cellosaurus:CVCL_A221	Ma-Mel-86a
cellosaurus:CVCL_A222	Ma-Mel-86b
cellosaurus:CVCL_A228	Ma-Mel-94
cellosaurus:CVCL_A229	Ma-Mel-95
cellosaurus:CVCL_A232	Ma-Mel-99
cellosaurus:CVCL_C505	Ma-Mel-KNUD
cellosaurus:CVCL_H631	Mac-1
cellosaurus:CVCL_1438	Malme-3M
cellosaurus:CVCL_1438	Malme-3M
cellosaurus:CVCL_1438	Malme-3M
cellosaurus:CVCL_1438	Malme-3M
cellosaurus:CVCL_1438	Malme-3M
cellosaurus:CVCL_1438	Malme-3M
cellosaurus:CVCL_1438	Malme-3M
cellosaurus:CVCL_1438	Malme-3M
cellosaurus:CVCL_1438	Malme-3M
cellosaurus:CVCL_1438	Malme-3M
cellosaurus:CVCL_1438	Malme-3M
cellosaurus:CVCL_1438	Malme-3M
cellosaurus:CVCL_1438	Malme-3M
cellosaurus:CVCL_1438	Malme-3M
cellosaurus:CVCL_0A72	MB-9812
cellosaurus:CVCL_1399	MC116
cellosaurus:CVCL_1399	MC116
cellosaurus:CVCL_1399	MC116
cellosaurus:CVCL_D709	MD901
cellosaurus:CVCL_D710	MD903
cellosaurus:CVCL_0617	MDA-MB-134-VI
cellosaurus:CVCL_0617	MDA-MB-134-VI
cellosaurus:CVCL_0617	MDA-MB-134-VI
cellosaurus:CVCL_0617	MDA-MB-134-VI
cellosaurus:CVCL_0617	MDA-MB-134-VI
cellosaurus:CVCL_0617	MDA-MB-134-VI
cellosaurus:CVCL_0617	MDA-MB-134-VI
cellosaurus:CVCL_0617	MDA-MB-134-VI
cellosaurus:CVCL_0618	MDA-MB-157
cellosaurus:CVCL_0618	MDA-MB-157
cellosaurus:CVCL_0618	MDA-MB-157
cellosaurus:CVCL_0618	MDA-MB-157
cellosaurus:CVCL_0618	MDA-MB-157
cellosaurus:CVCL_0618	MDA-MB-157
cellosaurus:CVCL_0618	MDA-MB-157
cellosaurus:CVCL_0618	MDA-MB-157
cellosaurus:CVCL_0618	MDA-MB-157
cellosaurus:CVCL_0618	MDA-MB-157
cellosaurus:CVCL_1400	MDA-MB-175-VII
cellosaurus:CVCL_1400	MDA-MB-175-VII
cellosaurus:CVCL_1400	MDA-MB-175-VII
cellosaurus:CVCL_1400	MDA-MB-175-VII
cellosaurus:CVCL_1400	MDA-MB-175-VII
cellosaurus:CVCL_1400	MDA-MB-175-VII
cellosaurus:CVCL_1400	MDA-MB-175-VII
cellosaurus:CVCL_1400	MDA-MB-175-VII
cellosaurus:CVCL_1400	MDA-MB-175-VII
cellosaurus:CVCL_1400	MDA-MB-175-VII
cellosaurus:CVCL_0619	MDA-MB-330
cellosaurus:CVCL_0621	MDA-MB-415
cellosaurus:CVCL_0621	MDA-MB-415
cellosaurus:CVCL_0621	MDA-MB-415
cellosaurus:CVCL_0621	MDA-MB-415
cellosaurus:CVCL_0621	MDA-MB-415
cellosaurus:CVCL_0621	MDA-MB-415
cellosaurus:CVCL_0621	MDA-MB-415
cellosaurus:CVCL_0621	MDA-MB-415
cellosaurus:CVCL_0621	MDA-MB-415
cellosaurus:CVCL_0621	MDA-MB-415
cellosaurus:CVCL_0621	MDA-MB-415
cellosaurus:CVCL_4747	MDA-PCa-2a
cellosaurus:CVCL_2588	MDST8
cellosaurus:CVCL_2588	MDST8
cellosaurus:CVCL_1870	MEC-1
cellosaurus:CVCL_1870	MEC-1
cellosaurus:CVCL_1870	MEC-1
cellosaurus:CVCL_1871	MEC-2
cellosaurus:CVCL_M137	MED-MEB-8A
cellosaurus:CVCL_A649	MedB-1
cellosaurus:CVCL_A649	MedB-1
cellosaurus:CVCL_1403	Mel JuSo
cellosaurus:CVCL_C501	Mel-LE
cellosaurus:CVCL_C503	Mel-SOE
cellosaurus:CVCL_DG36	MEL1
cellosaurus:CVCL_C301	Mel202
cellosaurus:CVCL_H668	Meso-10
cellosaurus:CVCL_H669	Meso-9
cellosaurus:CVCL_H677	Meso37
cellosaurus:CVCL_H681	Meso56
cellosaurus:CVCL_JY36	MFD-1
cellosaurus:CVCL_JY36	MFD-1
cellosaurus:CVCL_1405	MFE-280
cellosaurus:CVCL_1405	MFE-280
cellosaurus:CVCL_1405	MFE-280
cellosaurus:CVCL_1406	MFE-296
cellosaurus:CVCL_1406	MFE-296
cellosaurus:CVCL_1406	MFE-296
cellosaurus:CVCL_2112	MFE-319
cellosaurus:CVCL_2112	MFE-319
cellosaurus:CVCL_2112	MFE-319
cellosaurus:CVCL_1408	MFM-223
cellosaurus:CVCL_1408	MFM-223
cellosaurus:CVCL_1408	MFM-223
cellosaurus:CVCL_1408	MFM-223
cellosaurus:CVCL_W085	MH [Human mesothelioma]
cellosaurus:CVCL_1409	MHH-CALL-2
cellosaurus:CVCL_0089	MHH-CALL-3
cellosaurus:CVCL_1410	MHH-CALL-4
cellosaurus:CVCL_1411	MHH-ES-1
cellosaurus:CVCL_7988	MHH-MED-1
cellosaurus:CVCL_1412	MHH-NB-11
cellosaurus:CVCL_1413	MHH-PREB-1
cellosaurus:CVCL_1413	MHH-PREB-1
cellosaurus:CVCL_B426	MHM
cellosaurus:CVCL_1872	Mino
cellosaurus:CVCL_1872	Mino
cellosaurus:CVCL_1414	MJ
cellosaurus:CVCL_1414	MJ
cellosaurus:CVCL_1414	MJ
cellosaurus:CVCL_1418	ML-2
cellosaurus:CVCL_1418	ML-2
cellosaurus:CVCL_1418	ML-2
cellosaurus:CVCL_1419	MLMA
cellosaurus:CVCL_2601	MM127
cellosaurus:CVCL_C836	MM200
cellosaurus:CVCL_C837	MM229
cellosaurus:CVCL_L791	MM26
cellosaurus:CVCL_L791	MM26
cellosaurus:CVCL_DH59	MM266
cellosaurus:CVCL_C838	MM329
cellosaurus:CVCL_C839	MM369
cellosaurus:CVCL_2605	MM370
cellosaurus:CVCL_C840	MM384
cellosaurus:CVCL_2607	MM386
cellosaurus:CVCL_C841	MM396
cellosaurus:CVCL_C842	MM409
cellosaurus:CVCL_2608	MM415
cellosaurus:CVCL_2609	MM426
cellosaurus:CVCL_4449	MM466
cellosaurus:CVCL_C845	MM472
cellosaurus:CVCL_4450	MM473
cellosaurus:CVCL_2610	MM485
cellosaurus:CVCL_C846	MM488
cellosaurus:CVCL_4451	MM537
cellosaurus:CVCL_C847	MM540
cellosaurus:CVCL_C848	MM548
cellosaurus:CVCL_4452	MM595
cellosaurus:CVCL_2612	MM603
cellosaurus:CVCL_DG38	MM604
cellosaurus:CVCL_C850	MM622
cellosaurus:CVCL_C851	MM628
cellosaurus:CVCL_DH58	MM636
cellosaurus:CVCL_C852	MM647
cellosaurus:CVCL_A777	MM648
cellosaurus:CVCL_A776	MM649
cellosaurus:CVCL_2613	MOG-G-CCM
cellosaurus:CVCL_2613	MOG-G-CCM
cellosaurus:CVCL_2614	MOG-G-UVW
cellosaurus:CVCL_2614	MOG-G-UVW
cellosaurus:CVCL_2120	MOLM-16
cellosaurus:CVCL_2122	MOLM-6
cellosaurus:CVCL_2124	MOLP-8
cellosaurus:CVCL_1422	MOLT-13
cellosaurus:CVCL_1423	MOLT-14
cellosaurus:CVCL_1424	MOLT-16
cellosaurus:CVCL_1424	MOLT-16
cellosaurus:CVCL_1424	MOLT-16
cellosaurus:CVCL_1425	Mono-Mac-1
cellosaurus:CVCL_1425	Mono-Mac-1
cellosaurus:CVCL_1426	Mono-Mac-6
cellosaurus:CVCL_2127	MOTN-1
cellosaurus:CVCL_1427	MPP 89
cellosaurus:CVCL_1428	MRK-nu-1
cellosaurus:CVCL_1429	MS-1 [Human lung carcinoma]
cellosaurus:CVCL_4996	MS751
cellosaurus:CVCL_4996	MS751
cellosaurus:CVCL_1430	MSTO-211H
cellosaurus:CVCL_1430	MSTO-211H
cellosaurus:CVCL_1430	MSTO-211H
cellosaurus:CVCL_M516	MT3
cellosaurus:CVCL_M516	MT3
cellosaurus:CVCL_1873	MUTZ-5
cellosaurus:CVCL_0064	MV4-11
cellosaurus:CVCL_0064	MV4-11
cellosaurus:CVCL_0064	MV4-11
cellosaurus:CVCL_0064	MV4-11
cellosaurus:CVCL_U799	MW
cellosaurus:CVCL_0091	NALM-1
cellosaurus:CVCL_0091	NALM-1
cellosaurus:CVCL_0091	NALM-1
cellosaurus:CVCL_1835	NALM-19
cellosaurus:CVCL_3041	NB(TU)1
cellosaurus:CVCL_1440	NB1
cellosaurus:CVCL_1440	NB1
cellosaurus:CVCL_1440	NB1
cellosaurus:CVCL_B323	NB16
cellosaurus:CVCL_B323	NB16
cellosaurus:CVCL_1448	NB69
cellosaurus:CVCL_1448	NB69
cellosaurus:CVCL_1448	NB69
cellosaurus:CVCL_3055	NCC-StC-K140
cellosaurus:CVCL_1875	NCEB-1
cellosaurus:CVCL_1453	NCI-H1048
cellosaurus:CVCL_1453	NCI-H1048
cellosaurus:CVCL_1453	NCI-H1048
cellosaurus:CVCL_1453	NCI-H1048
cellosaurus:CVCL_1453	NCI-H1048
cellosaurus:CVCL_1453	NCI-H1048
cellosaurus:CVCL_1454	NCI-H1092
cellosaurus:CVCL_1454	NCI-H1092
cellosaurus:CVCL_1454	NCI-H1092
cellosaurus:CVCL_1455	NCI-H1105
cellosaurus:CVCL_1456	NCI-H1155
cellosaurus:CVCL_1456	NCI-H1155
cellosaurus:CVCL_1456	NCI-H1155
cellosaurus:CVCL_1456	NCI-H1155
cellosaurus:CVCL_1456	NCI-H1155
cellosaurus:CVCL_1456	NCI-H1155
cellosaurus:CVCL_1457	NCI-H1173
cellosaurus:CVCL_1458	NCI-H1184
cellosaurus:CVCL_1460	NCI-H128
cellosaurus:CVCL_1463	NCI-H1341
cellosaurus:CVCL_1463	NCI-H1341
cellosaurus:CVCL_1464	NCI-H1355
cellosaurus:CVCL_1464	NCI-H1355
cellosaurus:CVCL_1464	NCI-H1355
cellosaurus:CVCL_1464	NCI-H1355
cellosaurus:CVCL_1464	NCI-H1355
cellosaurus:CVCL_1465	NCI-H1373
cellosaurus:CVCL_1466	NCI-H1385
cellosaurus:CVCL_1467	NCI-H1395
cellosaurus:CVCL_1467	NCI-H1395
cellosaurus:CVCL_1467	NCI-H1395
cellosaurus:CVCL_1467	NCI-H1395
cellosaurus:CVCL_1467	NCI-H1395
cellosaurus:CVCL_1467	NCI-H1395
cellosaurus:CVCL_1467	NCI-H1395
cellosaurus:CVCL_1467	NCI-H1395
cellosaurus:CVCL_1468	NCI-H1404
cellosaurus:CVCL_1468	NCI-H1404
cellosaurus:CVCL_1469	NCI-H1417
cellosaurus:CVCL_1469	NCI-H1417
cellosaurus:CVCL_1469	NCI-H1417
cellosaurus:CVCL_1470	NCI-H1435
cellosaurus:CVCL_1470	NCI-H1435
cellosaurus:CVCL_1471	NCI-H1436
cellosaurus:CVCL_1471	NCI-H1436
cellosaurus:CVCL_1471	NCI-H1436
cellosaurus:CVCL_1472	NCI-H1437
cellosaurus:CVCL_1472	NCI-H1437
cellosaurus:CVCL_1472	NCI-H1437
cellosaurus:CVCL_1472	NCI-H1437
cellosaurus:CVCL_1472	NCI-H1437
cellosaurus:CVCL_1472	NCI-H1437
cellosaurus:CVCL_1472	NCI-H1437
cellosaurus:CVCL_1472	NCI-H1437
cellosaurus:CVCL_1473	NCI-H146
cellosaurus:CVCL_1473	NCI-H146
cellosaurus:CVCL_1473	NCI-H146
cellosaurus:CVCL_1473	NCI-H146
cellosaurus:CVCL_1473	NCI-H146
cellosaurus:CVCL_1473	NCI-H146
cellosaurus:CVCL_1473	NCI-H146
cellosaurus:CVCL_1473	NCI-H146
cellosaurus:CVCL_1474	NCI-H1522
cellosaurus:CVCL_1475	NCI-H1563
cellosaurus:CVCL_1475	NCI-H1563
cellosaurus:CVCL_1475	NCI-H1563
cellosaurus:CVCL_1475	NCI-H1563
cellosaurus:CVCL_1475	NCI-H1563
cellosaurus:CVCL_1475	NCI-H1563
cellosaurus:CVCL_1476	NCI-H1568
cellosaurus:CVCL_1476	NCI-H1568
cellosaurus:CVCL_1476	NCI-H1568
cellosaurus:CVCL_1476	NCI-H1568
cellosaurus:CVCL_1476	NCI-H1568
cellosaurus:CVCL_1476	NCI-H1568
cellosaurus:CVCL_1478	NCI-H1573
cellosaurus:CVCL_1478	NCI-H1573
cellosaurus:CVCL_1478	NCI-H1573
cellosaurus:CVCL_1478	NCI-H1573
cellosaurus:CVCL_1479	NCI-H1581
cellosaurus:CVCL_1479	NCI-H1581
cellosaurus:CVCL_1479	NCI-H1581
cellosaurus:CVCL_1479	NCI-H1581
cellosaurus:CVCL_1480	NCI-H1618
cellosaurus:CVCL_1480	NCI-H1618
cellosaurus:CVCL_1480	NCI-H1618
cellosaurus:CVCL_1481	NCI-H1623
cellosaurus:CVCL_1481	NCI-H1623
cellosaurus:CVCL_1481	NCI-H1623
cellosaurus:CVCL_1481	NCI-H1623
cellosaurus:CVCL_1481	NCI-H1623
cellosaurus:CVCL_1481	NCI-H1623
cellosaurus:CVCL_1481	NCI-H1623
cellosaurus:CVCL_1482	NCI-H1648
cellosaurus:CVCL_1482	NCI-H1648
cellosaurus:CVCL_1482	NCI-H1648
cellosaurus:CVCL_1484	NCI-H1651
cellosaurus:CVCL_1484	NCI-H1651
cellosaurus:CVCL_1484	NCI-H1651
cellosaurus:CVCL_1484	NCI-H1651
cellosaurus:CVCL_1484	NCI-H1651
cellosaurus:CVCL_1484	NCI-H1651
cellosaurus:CVCL_1485	NCI-H1666
cellosaurus:CVCL_1485	NCI-H1666
cellosaurus:CVCL_1485	NCI-H1666
cellosaurus:CVCL_1485	NCI-H1666
cellosaurus:CVCL_1485	NCI-H1666
cellosaurus:CVCL_1487	NCI-H1688
cellosaurus:CVCL_1487	NCI-H1688
cellosaurus:CVCL_1488	NCI-H1693
cellosaurus:CVCL_1488	NCI-H1693
cellosaurus:CVCL_1488	NCI-H1693
cellosaurus:CVCL_1488	NCI-H1693
cellosaurus:CVCL_1488	NCI-H1693
cellosaurus:CVCL_1489	NCI-H1694
cellosaurus:CVCL_1489	NCI-H1694
cellosaurus:CVCL_1489	NCI-H1694
cellosaurus:CVCL_1490	NCI-H1703
cellosaurus:CVCL_1490	NCI-H1703
cellosaurus:CVCL_1490	NCI-H1703
cellosaurus:CVCL_1490	NCI-H1703
cellosaurus:CVCL_1490	NCI-H1703
cellosaurus:CVCL_1490	NCI-H1703
cellosaurus:CVCL_1491	NCI-H1734
cellosaurus:CVCL_1491	NCI-H1734
cellosaurus:CVCL_1491	NCI-H1734
cellosaurus:CVCL_1491	NCI-H1734
cellosaurus:CVCL_1491	NCI-H1734
cellosaurus:CVCL_1493	NCI-H1770
cellosaurus:CVCL_1493	NCI-H1770
cellosaurus:CVCL_1493	NCI-H1770
cellosaurus:CVCL_1495	NCI-H1792
cellosaurus:CVCL_1495	NCI-H1792
cellosaurus:CVCL_1495	NCI-H1792
cellosaurus:CVCL_1495	NCI-H1792
cellosaurus:CVCL_1495	NCI-H1792
cellosaurus:CVCL_1495	NCI-H1792
cellosaurus:CVCL_1495	NCI-H1792
cellosaurus:CVCL_1496	NCI-H1793
cellosaurus:CVCL_1496	NCI-H1793
cellosaurus:CVCL_1496	NCI-H1793
cellosaurus:CVCL_1496	NCI-H1793
cellosaurus:CVCL_1496	NCI-H1793
cellosaurus:CVCL_1496	NCI-H1793
cellosaurus:CVCL_1496	NCI-H1793
cellosaurus:CVCL_1497	NCI-H1819
cellosaurus:CVCL_1497	NCI-H1819
cellosaurus:CVCL_1498	NCI-H1836
cellosaurus:CVCL_1498	NCI-H1836
cellosaurus:CVCL_1499	NCI-H1838
cellosaurus:CVCL_1499	NCI-H1838
cellosaurus:CVCL_1499	NCI-H1838
cellosaurus:CVCL_1499	NCI-H1838
cellosaurus:CVCL_1499	NCI-H1838
cellosaurus:CVCL_1499	NCI-H1838
cellosaurus:CVCL_1499	NCI-H1838
cellosaurus:CVCL_1500	NCI-H1869
cellosaurus:CVCL_1500	NCI-H1869
cellosaurus:CVCL_1501	NCI-H187
cellosaurus:CVCL_1501	NCI-H187
cellosaurus:CVCL_1501	NCI-H187
cellosaurus:CVCL_1501	NCI-H187
cellosaurus:CVCL_1501	NCI-H187
cellosaurus:CVCL_1501	NCI-H187
cellosaurus:CVCL_1501	NCI-H187
cellosaurus:CVCL_1501	NCI-H187
cellosaurus:CVCL_1503	NCI-H1876
cellosaurus:CVCL_1503	NCI-H1876
cellosaurus:CVCL_1505	NCI-H1915
cellosaurus:CVCL_1505	NCI-H1915
cellosaurus:CVCL_1505	NCI-H1915
cellosaurus:CVCL_1507	NCI-H1930
cellosaurus:CVCL_1507	NCI-H1930
cellosaurus:CVCL_1507	NCI-H1930
cellosaurus:CVCL_1508	NCI-H1944
cellosaurus:CVCL_1508	NCI-H1944
cellosaurus:CVCL_1508	NCI-H1944
cellosaurus:CVCL_1508	NCI-H1944
cellosaurus:CVCL_1508	NCI-H1944
cellosaurus:CVCL_1509	NCI-H196
cellosaurus:CVCL_1509	NCI-H196
cellosaurus:CVCL_1509	NCI-H196
cellosaurus:CVCL_1509	NCI-H196
cellosaurus:CVCL_1509	NCI-H196
cellosaurus:CVCL_1509	NCI-H196
cellosaurus:CVCL_1510	NCI-H1963
cellosaurus:CVCL_1510	NCI-H1963
cellosaurus:CVCL_1510	NCI-H1963
cellosaurus:CVCL_1512	NCI-H1993
cellosaurus:CVCL_1512	NCI-H1993
cellosaurus:CVCL_1512	NCI-H1993
cellosaurus:CVCL_1512	NCI-H1993
cellosaurus:CVCL_1512	NCI-H1993
cellosaurus:CVCL_1512	NCI-H1993
cellosaurus:CVCL_1515	NCI-H2023
cellosaurus:CVCL_1515	NCI-H2023
cellosaurus:CVCL_1515	NCI-H2023
cellosaurus:CVCL_1515	NCI-H2023
cellosaurus:CVCL_1515	NCI-H2023
cellosaurus:CVCL_1516	NCI-H2029
cellosaurus:CVCL_1518	NCI-H2052
cellosaurus:CVCL_1518	NCI-H2052
cellosaurus:CVCL_1518	NCI-H2052
cellosaurus:CVCL_1518	NCI-H2052
cellosaurus:CVCL_1518	NCI-H2052
cellosaurus:CVCL_1520	NCI-H2066
cellosaurus:CVCL_1520	NCI-H2066
cellosaurus:CVCL_1521	NCI-H2073
cellosaurus:CVCL_1521	NCI-H2073
cellosaurus:CVCL_1521	NCI-H2073
cellosaurus:CVCL_5157	NCI-H2077
cellosaurus:CVCL_1522	NCI-H2081
cellosaurus:CVCL_1522	NCI-H2081
cellosaurus:CVCL_1522	NCI-H2081
cellosaurus:CVCL_1522	NCI-H2081
cellosaurus:CVCL_1523	NCI-H2085
cellosaurus:CVCL_1523	NCI-H2085
cellosaurus:CVCL_1523	NCI-H2085
cellosaurus:CVCL_1523	NCI-H2085
cellosaurus:CVCL_1523	NCI-H2085
cellosaurus:CVCL_1526	NCI-H2106
cellosaurus:CVCL_1527	NCI-H2107
cellosaurus:CVCL_1527	NCI-H2107
cellosaurus:CVCL_1529	NCI-H211
cellosaurus:CVCL_1529	NCI-H211
cellosaurus:CVCL_1529	NCI-H211
cellosaurus:CVCL_1529	NCI-H211
cellosaurus:CVCL_1529	NCI-H211
cellosaurus:CVCL_1530	NCI-H2110
cellosaurus:CVCL_1530	NCI-H2110
cellosaurus:CVCL_1531	NCI-H2122
cellosaurus:CVCL_1531	NCI-H2122
cellosaurus:CVCL_1531	NCI-H2122
cellosaurus:CVCL_1531	NCI-H2122
cellosaurus:CVCL_1531	NCI-H2122
cellosaurus:CVCL_1531	NCI-H2122
cellosaurus:CVCL_1531	NCI-H2122
cellosaurus:CVCL_1531	NCI-H2122
cellosaurus:CVCL_1531	NCI-H2122
cellosaurus:CVCL_1532	NCI-H2126
cellosaurus:CVCL_1532	NCI-H2126
cellosaurus:CVCL_1532	NCI-H2126
cellosaurus:CVCL_1532	NCI-H2126
cellosaurus:CVCL_1532	NCI-H2126
cellosaurus:CVCL_1532	NCI-H2126
cellosaurus:CVCL_1532	NCI-H2126
cellosaurus:CVCL_1532	NCI-H2126
cellosaurus:CVCL_1533	NCI-H2135
cellosaurus:CVCL_1534	NCI-H2141
cellosaurus:CVCL_1535	NCI-H2170
cellosaurus:CVCL_1535	NCI-H2170
cellosaurus:CVCL_1535	NCI-H2170
cellosaurus:CVCL_1535	NCI-H2170
cellosaurus:CVCL_1535	NCI-H2170
cellosaurus:CVCL_1535	NCI-H2170
cellosaurus:CVCL_1535	NCI-H2170
cellosaurus:CVCL_1536	NCI-H2171
cellosaurus:CVCL_1536	NCI-H2171
cellosaurus:CVCL_1536	NCI-H2171
cellosaurus:CVCL_1536	NCI-H2171
cellosaurus:CVCL_1537	NCI-H2172
cellosaurus:CVCL_1537	NCI-H2172
cellosaurus:CVCL_1537	NCI-H2172
cellosaurus:CVCL_1538	NCI-H2195
cellosaurus:CVCL_1538	NCI-H2195
cellosaurus:CVCL_1539	NCI-H2196
cellosaurus:CVCL_1539	NCI-H2196
cellosaurus:CVCL_1540	NCI-H2198
cellosaurus:CVCL_1542	NCI-H2227
cellosaurus:CVCL_1545	NCI-H2286
cellosaurus:CVCL_1545	NCI-H2286
cellosaurus:CVCL_1545	NCI-H2286
cellosaurus:CVCL_1546	NCI-H2291
cellosaurus:CVCL_1546	NCI-H2291
cellosaurus:CVCL_1546	NCI-H2291
cellosaurus:CVCL_1548	NCI-H2330
cellosaurus:CVCL_1549	NCI-H2342
cellosaurus:CVCL_1549	NCI-H2342
cellosaurus:CVCL_1549	NCI-H2342
cellosaurus:CVCL_1549	NCI-H2342
cellosaurus:CVCL_1550	NCI-H2347
cellosaurus:CVCL_1550	NCI-H2347
cellosaurus:CVCL_1550	NCI-H2347
cellosaurus:CVCL_1550	NCI-H2347
cellosaurus:CVCL_1550	NCI-H2347
cellosaurus:CVCL_1550	NCI-H2347
cellosaurus:CVCL_1550	NCI-H2347
cellosaurus:CVCL_1550	NCI-H2347
cellosaurus:CVCL_1550	NCI-H2347
cellosaurus:CVCL_1550	NCI-H2347
cellosaurus:CVCL_1550	NCI-H2347
cellosaurus:CVCL_A533	NCI-H2373
cellosaurus:CVCL_1551	NCI-H2405
cellosaurus:CVCL_1551	NCI-H2405
cellosaurus:CVCL_1551	NCI-H2405
cellosaurus:CVCL_1552	NCI-H2444
cellosaurus:CVCL_1552	NCI-H2444
cellosaurus:CVCL_1553	NCI-H2452
cellosaurus:CVCL_1553	NCI-H2452
cellosaurus:CVCL_1553	NCI-H2452
cellosaurus:CVCL_1555	NCI-H28
cellosaurus:CVCL_1555	NCI-H28
cellosaurus:CVCL_1555	NCI-H28
cellosaurus:CVCL_5158	NCI-H2882
cellosaurus:CVCL_5159	NCI-H2887
cellosaurus:CVCL_1558	NCI-H345
cellosaurus:CVCL_1558	NCI-H345
cellosaurus:CVCL_1558	NCI-H345
cellosaurus:CVCL_1560	NCI-H378
cellosaurus:CVCL_1560	NCI-H378
cellosaurus:CVCL_1563	NCI-H498
cellosaurus:CVCL_1563	NCI-H498
cellosaurus:CVCL_1564	NCI-H508
cellosaurus:CVCL_1564	NCI-H508
cellosaurus:CVCL_1564	NCI-H508
cellosaurus:CVCL_1565	NCI-H510A
cellosaurus:CVCL_1565	NCI-H510A
cellosaurus:CVCL_1565	NCI-H510A
cellosaurus:CVCL_1566	NCI-H520
cellosaurus:CVCL_1566	NCI-H520
cellosaurus:CVCL_1566	NCI-H520
cellosaurus:CVCL_1566	NCI-H520
cellosaurus:CVCL_1566	NCI-H520
cellosaurus:CVCL_1566	NCI-H520
