callset_id	callset_legacy_id	series_accession__id	_progenetix_experiment_id	_legacy_id
pgxcs-kftwy6bx	pgxcs::E-MTAB-2626::AE-MTAB_2626-90994-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-90994-SNP6	90994
pgxcs-kftwy6cv	pgxcs::E-MTAB-2626::AE-MTAB_2626-100008-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100008-SNP6	100008
pgxcs-kftwy6du	pgxcs::E-MTAB-2626::AE-MTAB_2626-100023-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100023-SNP6	100023
pgxcs-kftwy6et	pgxcs::E-MTAB-2626::AE-MTAB_2626-100028-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100028-SNP6	100028
pgxcs-kftwy6fr	pgxcs::E-MTAB-2626::AE-MTAB_2626-100029-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100029-SNP6	100029
pgxcs-kftwy6gq	pgxcs::E-MTAB-2626::AE-MTAB_2626-100035-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100035-SNP6	100035
pgxcs-kftwy6hp	pgxcs::E-MTAB-2626::AE-MTAB_2626-100036-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100036-SNP6	100036
pgxcs-kftwy6io	pgxcs::E-MTAB-2626::AE-MTAB_2626-100037-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100037-SNP6	100037
pgxcs-kftwy6jn	pgxcs::E-MTAB-2626::AE-MTAB_2626-100040-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100040-SNP6	100040
pgxcs-kftwy6kl	pgxcs::E-MTAB-2626::AE-MTAB_2626-100042-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100042-SNP6	100042
pgxcs-kftwy6ll	pgxcs::E-MTAB-2626::AE-MTAB_2626-100043-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100043-SNP6	100043
pgxcs-kftwy6mj	pgxcs::E-MTAB-2626::AE-MTAB_2626-100046-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100046-SNP6	100046
pgxcs-kftwy6ni	pgxcs::E-MTAB-2626::AE-MTAB_2626-100049-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100049-SNP6	100049
pgxcs-kftwy6oh	pgxcs::E-MTAB-2626::AE-MTAB_2626-100051-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100051-SNP6	100051
pgxcs-kftwy6pg	pgxcs::E-MTAB-2626::AE-MTAB_2626-100054-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100054-SNP6	100054
pgxcs-kftwy6qf	pgxcs::E-MTAB-2626::AE-MTAB_2626-100068-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100068-SNP6	100068
pgxcs-kftwy6re	pgxcs::E-MTAB-2626::AE-MTAB_2626-100073-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100073-SNP6	100073
pgxcs-kftwy6sd	pgxcs::E-MTAB-2626::AE-MTAB_2626-100078-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100078-SNP6	100078
pgxcs-kftwy6tb	pgxcs::E-MTAB-2626::AE-MTAB_2626-100081-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100081-SNP6	100081
pgxcs-kftwy6ua	pgxcs::E-MTAB-2626::AE-MTAB_2626-100085-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100085-SNP6	100085
pgxcs-kftwy6v9	pgxcs::E-MTAB-2626::AE-MTAB_2626-100093-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100093-SNP6	100093
pgxcs-kftwy6w8	pgxcs::E-MTAB-2626::AE-MTAB_2626-100152-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100152-SNP6	100152
pgxcs-kftwy6x7	pgxcs::E-MTAB-2626::AE-MTAB_2626-100156-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100156-SNP6	100156
pgxcs-kftwy6y6	pgxcs::E-MTAB-2626::AE-MTAB_2626-100159-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100159-SNP6	100159
pgxcs-kftwy6z5	pgxcs::E-MTAB-2626::AE-MTAB_2626-100161-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100161-SNP6	100161
pgxcs-kftwy703	pgxcs::E-MTAB-2626::AE-MTAB_2626-100164-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100164-SNP6	100164
pgxcs-kftwy712	pgxcs::E-MTAB-2626::AE-MTAB_2626-100165-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100165-SNP6	100165
pgxcs-kftwy720	pgxcs::E-MTAB-2626::AE-MTAB_2626-100171-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100171-SNP6	100171
pgxcs-kftwy730	pgxcs::E-MTAB-2626::AE-MTAB_2626-100180-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100180-SNP6	100180
pgxcs-kftwy73y	pgxcs::E-MTAB-2626::AE-MTAB_2626-100183-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100183-SNP6	100183
pgxcs-kftwy74w	pgxcs::E-MTAB-2626::AE-MTAB_2626-100191-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100191-SNP6	100191
pgxcs-kftwy75v	pgxcs::E-MTAB-2626::AE-MTAB_2626-100203-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100203-SNP6	100203
pgxcs-kftwy76t	pgxcs::E-MTAB-2626::AE-MTAB_2626-100208-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100208-SNP6	100208
pgxcs-kftwy77s	pgxcs::E-MTAB-2626::AE-MTAB_2626-100211-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100211-SNP6	100211
pgxcs-kftwy78r	pgxcs::E-MTAB-2626::AE-MTAB_2626-100212-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100212-SNP6	100212
pgxcs-kftwy79p	pgxcs::E-MTAB-2626::AE-MTAB_2626-100214-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100214-SNP6	100214
pgxcs-kftwy7ao	pgxcs::E-MTAB-2626::AE-MTAB_2626-100215-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100215-SNP6	100215
pgxcs-kftwy7du	pgxcs::E-MTAB-2626::AE-MTAB_2626-100218-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100218-SNP6	100218
pgxcs-kftwy7eu	pgxcs::E-MTAB-2626::AE-MTAB_2626-100221-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100221-SNP6	100221
pgxcs-kftwy7fu	pgxcs::E-MTAB-2626::AE-MTAB_2626-100223-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100223-SNP6	100223
pgxcs-kftwy7gs	pgxcs::E-MTAB-2626::AE-MTAB_2626-100228-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100228-SNP6	100228
pgxcs-kftwy7hr	pgxcs::E-MTAB-2626::AE-MTAB_2626-100229-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100229-SNP6	100229
pgxcs-kftwy7j9	pgxcs::E-MTAB-2626::AE-MTAB_2626-100230-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100230-SNP6	100230
pgxcs-kftwy7k8	pgxcs::E-MTAB-2626::AE-MTAB_2626-100237-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100237-SNP6	100237
pgxcs-kftwy7l6	pgxcs::E-MTAB-2626::AE-MTAB_2626-100238-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100238-SNP6	100238
pgxcs-kftwy7m5	pgxcs::E-MTAB-2626::AE-MTAB_2626-100241-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100241-SNP6	100241
pgxcs-kftwy7n4	pgxcs::E-MTAB-2626::AE-MTAB_2626-100246-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100246-SNP6	100246
pgxcs-kftwy7o3	pgxcs::E-MTAB-2626::AE-MTAB_2626-100249-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100249-SNP6	100249
pgxcs-kftwy7p3	pgxcs::E-MTAB-2626::AE-MTAB_2626-100253-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100253-SNP6	100253
pgxcs-kftwy7q2	pgxcs::E-MTAB-2626::AE-MTAB_2626-100254-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100254-SNP6	100254
pgxcs-kftwy7r1	pgxcs::E-MTAB-2626::AE-MTAB_2626-100255-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100255-SNP6	100255
pgxcs-kftwy7s0	pgxcs::E-MTAB-2626::AE-MTAB_2626-100262-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100262-SNP6	100262
pgxcs-kftwy7sz	pgxcs::E-MTAB-2626::AE-MTAB_2626-100263-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100263-SNP6	100263
pgxcs-kftwy7ty	pgxcs::E-MTAB-2626::AE-MTAB_2626-100268-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100268-SNP6	100268
pgxcs-kftwy7ux	pgxcs::E-MTAB-2626::AE-MTAB_2626-100269-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100269-SNP6	100269
pgxcs-kftwy7vv	pgxcs::E-MTAB-2626::AE-MTAB_2626-100270-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100270-SNP6	100270
pgxcs-kftwy7wu	pgxcs::E-MTAB-2626::AE-MTAB_2626-100271-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100271-SNP6	100271
pgxcs-kftwy7xt	pgxcs::E-MTAB-2626::AE-MTAB_2626-100272-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100272-SNP6	100272
pgxcs-kftwy7ys	pgxcs::E-MTAB-2626::AE-MTAB_2626-100274-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100274-SNP6	100274
pgxcs-kftwy7zq	pgxcs::E-MTAB-2626::AE-MTAB_2626-100275-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100275-SNP6	100275
pgxcs-kftwy80p	pgxcs::E-MTAB-2626::AE-MTAB_2626-100278-SNP6	arrayexpress:E-MTAB-2626	AE-MTAB_2626-100278-SNP6	100278
pgxcs-kftwy81o	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_1-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_1-SNP6	Sample_1
pgxcs-kftwy82n	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_10-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_10-SNP6	Sample_10
pgxcs-kftwy83m	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_11-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_11-SNP6	Sample_11
pgxcs-kftwy84k	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_12-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_12-SNP6	Sample_12
pgxcs-kftwy85i	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_13-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_13-SNP6	Sample_13
pgxcs-kftwy86h	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_15-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_15-SNP6	Sample_15
pgxcs-kftwy87g	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_16-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_16-SNP6	Sample_16
pgxcs-kftwy88e	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_17-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_17-SNP6	Sample_17
pgxcs-kftwy89d	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_18-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_18-SNP6	Sample_18
pgxcs-kftwy8ac	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_19-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_19-SNP6	Sample_19
pgxcs-kftwy8bb	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_2-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_2-SNP6	Sample_2
pgxcs-kftwy8c9	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_20-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_20-SNP6	Sample_20
pgxcs-kftwy8d7	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_21-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_21-SNP6	Sample_21
pgxcs-kftwy8e6	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_22-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_22-SNP6	Sample_22
pgxcs-kftwy8f5	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_23-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_23-SNP6	Sample_23
pgxcs-kftwy8g3	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_24-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_24-SNP6	Sample_24
pgxcs-kftwy8h2	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_25-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_25-SNP6	Sample_25
pgxcs-kftwy8i0	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_26-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_26-SNP6	Sample_26
pgxcs-kftwy8l8	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_27-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_27-SNP6	Sample_27
pgxcs-kftwy8m8	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_28-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_28-SNP6	Sample_28
pgxcs-kftwy8n8	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_29-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_29-SNP6	Sample_29
pgxcs-kftwy8o6	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_3-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_3-SNP6	Sample_3
pgxcs-kftwy8p5	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_30-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_30-SNP6	Sample_30
pgxcs-kftwy8q4	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_31-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_31-SNP6	Sample_31
pgxcs-kftwy8r3	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_32-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_32-SNP6	Sample_32
pgxcs-kftwy8s2	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_33-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_33-SNP6	Sample_33
pgxcs-kftwy8t0	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_34-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_34-SNP6	Sample_34
pgxcs-kftwy8tz	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_35-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_35-SNP6	Sample_35
pgxcs-kftwy8uy	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_36-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_36-SNP6	Sample_36
pgxcs-kftwy8vw	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_37-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_37-SNP6	Sample_37
pgxcs-kftwy8wv	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_38-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_38-SNP6	Sample_38
pgxcs-kftwy8xu	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_39-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_39-SNP6	Sample_39
pgxcs-kftwy8ys	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_4-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_4-SNP6	Sample_4
pgxcs-kftwy8zs	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_40-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_40-SNP6	Sample_40
pgxcs-kftwy90q	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_41-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_41-SNP6	Sample_41
pgxcs-kftwy91p	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_42-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_42-SNP6	Sample_42
pgxcs-kftwy92o	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_43-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_43-SNP6	Sample_43
pgxcs-kftwy93m	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_44-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_44-SNP6	Sample_44
pgxcs-kftwy94l	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_45-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_45-SNP6	Sample_45
pgxcs-kftwy95k	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_46-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_46-SNP6	Sample_46
pgxcs-kftwy96j	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_47-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_47-SNP6	Sample_47
pgxcs-kftwy97i	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_5-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_5-SNP6	Sample_5
pgxcs-kftwy98h	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_6-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_6-SNP6	Sample_6
pgxcs-kftwy99h	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_7-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_7-SNP6	Sample_7
pgxcs-kftwy9ag	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_8-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_8-SNP6	Sample_8
pgxcs-kftwy9bf	pgxcs::E-MTAB-2694::AE-MTAB_2694-Sample_9-SNP6	arrayexpress:E-MTAB-2694	AE-MTAB_2694-Sample_9-SNP6	Sample_9
pgxcs-kftwy9cd	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_001_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_001_diagnosis-SNP6	LAM_001_diagnosis
pgxcs-kftwy9dc	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_002_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_002_diagnosis-SNP6	LAM_002_diagnosis
pgxcs-kftwy9eb	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_003_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_003_diagnosis-SNP6	LAM_003_diagnosis
pgxcs-kftwy9fa	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_004_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_004_diagnosis-SNP6	LAM_004_diagnosis
pgxcs-kftwy9g9	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_005_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_005_diagnosis-SNP6	LAM_005_diagnosis
pgxcs-kftwy9h8	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_006_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_006_diagnosis-SNP6	LAM_006_diagnosis
pgxcs-kftwy9i6	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_007_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_007_diagnosis-SNP6	LAM_007_diagnosis
pgxcs-kftwy9j5	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_008_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_008_diagnosis-SNP6	LAM_008_diagnosis
pgxcs-kftwy9k3	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_009_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_009_diagnosis-SNP6	LAM_009_diagnosis
pgxcs-kftwy9l1	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_010_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_010_diagnosis-SNP6	LAM_010_diagnosis
pgxcs-kftwy9m0	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_011_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_011_diagnosis-SNP6	LAM_011_diagnosis
pgxcs-kftwy9mz	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_012_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_012_diagnosis-SNP6	LAM_012_diagnosis
pgxcs-kftwy9ny	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_013_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_013_diagnosis-SNP6	LAM_013_diagnosis
pgxcs-kftwy9ox	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_014_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_014_diagnosis-SNP6	LAM_014_diagnosis
pgxcs-kftwy9pv	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_015_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_015_diagnosis-SNP6	LAM_015_diagnosis
pgxcs-kftwy9t4	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_016_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_016_diagnosis-SNP6	LAM_016_diagnosis
pgxcs-kftwy9u4	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_017_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_017_diagnosis-SNP6	LAM_017_diagnosis
pgxcs-kftwy9v3	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_018_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_018_diagnosis-SNP6	LAM_018_diagnosis
pgxcs-kftwy9w2	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_019_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_019_diagnosis-SNP6	LAM_019_diagnosis
pgxcs-kftwy9x1	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_020_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_020_diagnosis-SNP6	LAM_020_diagnosis
pgxcs-kftwy9yh	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_021_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_021_diagnosis-SNP6	LAM_021_diagnosis
pgxcs-kftwy9zf	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_022_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_022_diagnosis-SNP6	LAM_022_diagnosis
pgxcs-kftwya0f	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_023_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_023_diagnosis-SNP6	LAM_023_diagnosis
pgxcs-kftwya1d	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_024_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_024_diagnosis-SNP6	LAM_024_diagnosis
pgxcs-kftwya2c	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_025_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_025_diagnosis-SNP6	LAM_025_diagnosis
pgxcs-kftwya3a	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_026_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_026_diagnosis-SNP6	LAM_026_diagnosis
pgxcs-kftwya49	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_027_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_027_diagnosis-SNP6	LAM_027_diagnosis
pgxcs-kftwya58	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_028_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_028_diagnosis-SNP6	LAM_028_diagnosis
pgxcs-kftwya66	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_029_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_029_diagnosis-SNP6	LAM_029_diagnosis
pgxcs-kftwya75	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_030_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_030_diagnosis-SNP6	LAM_030_diagnosis
pgxcs-kftwya83	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_031_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_031_diagnosis-SNP6	LAM_031_diagnosis
pgxcs-kftwya93	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_032_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_032_diagnosis-SNP6	LAM_032_diagnosis
pgxcs-kftwyaa1	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_033_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_033_diagnosis-SNP6	LAM_033_diagnosis
pgxcs-kftwyab0	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_034_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_034_diagnosis-SNP6	LAM_034_diagnosis
pgxcs-kftwyabz	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_035_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_035_diagnosis-SNP6	LAM_035_diagnosis
pgxcs-kftwyacy	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_036_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_036_diagnosis-SNP6	LAM_036_diagnosis
pgxcs-kftwyadw	pgxcs::E-MTAB-278::AE-MTAB_278-LAM_037_diagnosis-SNP6	arrayexpress:E-MTAB-278	AE-MTAB_278-LAM_037_diagnosis-SNP6	LAM_037_diagnosis
