callset_id	callset_legacy_id	series_accession__id	_progenetix_experiment_id	_legacy_id
pgxcs-kftwz6r9	pgxcs::E-MTAB-38::AE-MTAB_38-BeWo___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-BeWo___Sty-Sty	BeWo___Sty
pgxcs-kftwz6s8	pgxcs::E-MTAB-38::AE-MTAB_38-JAR___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-JAR___Nsp-Nsp	JAR___Nsp
pgxcs-kftwz6t7	pgxcs::E-MTAB-38::AE-MTAB_38-JAR___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-JAR___Sty-Sty	JAR___Sty
pgxcs-kftwz6uo	pgxcs::E-MTAB-38::AE-MTAB_38-JEG3___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-JEG3___Nsp-Nsp	JEG3___Nsp
pgxcs-kftwz6v5	pgxcs::E-MTAB-38::AE-MTAB_38-JEG3___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-JEG3___Sty-Sty	JEG3___Sty
pgxcs-kftwz6wm	pgxcs::E-MTAB-38::AE-MTAB_38-A172___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-A172___Nsp-Nsp	A172___Nsp
pgxcs-kftwz6xm	pgxcs::E-MTAB-38::AE-MTAB_38-A172___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-A172___Sty-Sty	A172___Sty
pgxcs-kftwz70o	pgxcs::E-MTAB-38::AE-MTAB_38-DBTRG05MG___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-DBTRG05MG___Nsp-Nsp	DBTRG05MG___Nsp
pgxcs-kftwz71p	pgxcs::E-MTAB-38::AE-MTAB_38-DBTRG05MG___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-DBTRG05MG___Sty-Sty	DBTRG05MG___Sty
pgxcs-kftwz72o	pgxcs::E-MTAB-38::AE-MTAB_38-DKMG___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-DKMG___Nsp-Nsp	DKMG___Nsp
pgxcs-kftwz73n	pgxcs::E-MTAB-38::AE-MTAB_38-DKMG___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-DKMG___Sty-Sty	DKMG___Sty
pgxcs-kftwz74m	pgxcs::E-MTAB-38::AE-MTAB_38-C3A___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-C3A___Nsp-Nsp	C3A___Nsp
pgxcs-kftwz75m	pgxcs::E-MTAB-38::AE-MTAB_38-C3A___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-C3A___Sty-Sty	C3A___Sty
pgxcs-kftwz76k	pgxcs::E-MTAB-38::AE-MTAB_38-HepG2___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-HepG2___Nsp-Nsp	HepG2___Nsp
pgxcs-kftwz77k	pgxcs::E-MTAB-38::AE-MTAB_38-HepG2___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-HepG2___Sty-Sty	HepG2___Sty
pgxcs-kftwz78j	pgxcs::E-MTAB-38::AE-MTAB_38-A101D___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-A101D___Sty-Sty	A101D___Sty
pgxcs-kftwz79i	pgxcs::E-MTAB-38::AE-MTAB_38-A204___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-A204___Nsp-Nsp	A204___Nsp
pgxcs-kftwz7ag	pgxcs::E-MTAB-38::AE-MTAB_38-A204___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-A204___Sty-Sty	A204___Sty
pgxcs-kftwz7bf	pgxcs::E-MTAB-38::AE-MTAB_38-A673___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-A673___Nsp-Nsp	A673___Nsp
pgxcs-kftwz7ce	pgxcs::E-MTAB-38::AE-MTAB_38-A673___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-A673___Sty-Sty	A673___Sty
pgxcs-kftwz7dc	pgxcs::E-MTAB-38::AE-MTAB_38-AsPC1___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-AsPC1___Nsp-Nsp	AsPC1___Nsp
pgxcs-kftwz7ec	pgxcs::E-MTAB-38::AE-MTAB_38-AsPC1___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-AsPC1___Sty-Sty	AsPC1___Sty
pgxcs-kftwz7fb	pgxcs::E-MTAB-38::AE-MTAB_38-L428___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-L428___Nsp-Nsp	L428___Nsp
pgxcs-kftwz7ga	pgxcs::E-MTAB-38::AE-MTAB_38-L428___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-L428___Sty-Sty	L428___Sty
pgxcs-kftwz7h9	pgxcs::E-MTAB-38::AE-MTAB_38-TO175T___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-TO175T___Nsp-Nsp	TO175T___Nsp
pgxcs-kftwz7i8	pgxcs::E-MTAB-38::AE-MTAB_38-TO175T___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-TO175T___Sty-Sty	TO175T___Sty
pgxcs-kftwz7j6	pgxcs::E-MTAB-38::AE-MTAB_38-BDCM___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-BDCM___Nsp-Nsp	BDCM___Nsp
pgxcs-kftwz7k5	pgxcs::E-MTAB-38::AE-MTAB_38-BDCM___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-BDCM___Sty-Sty	BDCM___Sty
pgxcs-kftwz7l4	pgxcs::E-MTAB-38::AE-MTAB_38-BPH1___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-BPH1___Nsp-Nsp	BPH1___Nsp
pgxcs-kftwz7m3	pgxcs::E-MTAB-38::AE-MTAB_38-BPH1___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-BPH1___Sty-Sty	BPH1___Sty
pgxcs-kftwz7n1	pgxcs::E-MTAB-38::AE-MTAB_38-BT20___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-BT20___Nsp-Nsp	BT20___Nsp
pgxcs-kftwz7o1	pgxcs::E-MTAB-38::AE-MTAB_38-BT20___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-BT20___Sty-Sty	BT20___Sty
pgxcs-kftwz7p1	pgxcs::E-MTAB-38::AE-MTAB_38-BT474___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-BT474___Nsp-Nsp	BT474___Nsp
pgxcs-kftwz7q0	pgxcs::E-MTAB-38::AE-MTAB_38-BT474___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-BT474___Sty-Sty	BT474___Sty
pgxcs-kftwz7qz	pgxcs::E-MTAB-38::AE-MTAB_38-JVM3___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-JVM3___Sty-Sty	JVM3___Sty
pgxcs-kftwz7ry	pgxcs::E-MTAB-38::AE-MTAB_38-Kasumi2___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-Kasumi2___Nsp-Nsp	Kasumi2___Nsp
pgxcs-kftwz7sw	pgxcs::E-MTAB-38::AE-MTAB_38-Kasumi2___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-Kasumi2___Sty-Sty	Kasumi2___Sty
pgxcs-kftwz7tv	pgxcs::E-MTAB-38::AE-MTAB_38-KATOIII___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-KATOIII___Nsp-Nsp	KATOIII___Nsp
pgxcs-kftwz7uu	pgxcs::E-MTAB-38::AE-MTAB_38-KATOIII___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-KATOIII___Sty-Sty	KATOIII___Sty
pgxcs-kftwz7vt	pgxcs::E-MTAB-38::AE-MTAB_38-KG1___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-KG1___Nsp-Nsp	KG1___Nsp
pgxcs-kftwz7ws	pgxcs::E-MTAB-38::AE-MTAB_38-KG1___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-KG1___Sty-Sty	KG1___Sty
pgxcs-kftwz7xr	pgxcs::E-MTAB-38::AE-MTAB_38-KPL1___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-KPL1___Nsp-Nsp	KPL1___Nsp
pgxcs-kftwz7yq	pgxcs::E-MTAB-38::AE-MTAB_38-KPL1___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-KPL1___Sty-Sty	KPL1___Sty
pgxcs-kftwz7zp	pgxcs::E-MTAB-38::AE-MTAB_38-LS1034___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-LS1034___Nsp-Nsp	LS1034___Nsp
pgxcs-kftwz80p	pgxcs::E-MTAB-38::AE-MTAB_38-LS1034___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-LS1034___Sty-Sty	LS1034___Sty
pgxcs-kftwz81o	pgxcs::E-MTAB-38::AE-MTAB_38-Malme3M___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-Malme3M___Nsp-Nsp	Malme3M___Nsp
pgxcs-kftwz82o	pgxcs::E-MTAB-38::AE-MTAB_38-Malme3M___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-Malme3M___Sty-Sty	Malme3M___Sty
pgxcs-kftwz83m	pgxcs::E-MTAB-38::AE-MTAB_38-MC116___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-MC116___Nsp-Nsp	MC116___Nsp
pgxcs-kftwz84l	pgxcs::E-MTAB-38::AE-MTAB_38-SW872___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-SW872___Nsp-Nsp	SW872___Nsp
pgxcs-kftwz85j	pgxcs::E-MTAB-38::AE-MTAB_38-SW872___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-SW872___Sty-Sty	SW872___Sty
pgxcs-kftwz88i	pgxcs::E-MTAB-38::AE-MTAB_38-A427___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-A427___Nsp-Nsp	A427___Nsp
pgxcs-kftwz89j	pgxcs::E-MTAB-38::AE-MTAB_38-A427___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-A427___Sty-Sty	A427___Sty
pgxcs-kftwz8ai	pgxcs::E-MTAB-38::AE-MTAB_38-Calu3___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-Calu3___Nsp-Nsp	Calu3___Nsp
pgxcs-kftwz8bi	pgxcs::E-MTAB-38::AE-MTAB_38-Calu3___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-Calu3___Sty-Sty	Calu3___Sty
pgxcs-kftwz8ch	pgxcs::E-MTAB-38::AE-MTAB_38-Calu6___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-Calu6___Nsp-Nsp	Calu6___Nsp
pgxcs-kftwz8dg	pgxcs::E-MTAB-38::AE-MTAB_38-Calu6___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-Calu6___Sty-Sty	Calu6___Sty
pgxcs-kftwz8ef	pgxcs::E-MTAB-38::AE-MTAB_38-CORL105___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-CORL105___Nsp-Nsp	CORL105___Nsp
pgxcs-kftwz8fe	pgxcs::E-MTAB-38::AE-MTAB_38-CORL105___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-CORL105___Sty-Sty	CORL105___Sty
pgxcs-kftwz8ge	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1355___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1355___Nsp-Nsp	NCIH1355___Nsp
pgxcs-kftwz8hc	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1355___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1355___Sty-Sty	NCIH1355___Sty
pgxcs-kftwz8ie	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1395___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1395___Nsp-Nsp	NCIH1395___Nsp
pgxcs-kftwz8je	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1395___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1395___Sty-Sty	NCIH1395___Sty
pgxcs-kftwz8ke	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1437___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1437___Nsp-Nsp	NCIH1437___Nsp
pgxcs-kftwz8ld	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1437___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1437___Sty-Sty	NCIH1437___Sty
pgxcs-kftwz8mc	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1573___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1573___Nsp-Nsp	NCIH1573___Nsp
pgxcs-kftwz8nc	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1573___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1573___Sty-Sty	NCIH1573___Sty
pgxcs-kftwz8oc	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1623___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1623___Nsp-Nsp	NCIH1623___Nsp
pgxcs-kftwz8pb	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1623___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1623___Sty-Sty	NCIH1623___Sty
pgxcs-kftwz8qb	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1651___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1651___Nsp-Nsp	NCIH1651___Nsp
pgxcs-kftwz8rb	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1651___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1651___Sty-Sty	NCIH1651___Sty
pgxcs-kftwz8sb	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1755___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1755___Nsp-Nsp	NCIH1755___Nsp
pgxcs-kftwz8tb	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1755___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1755___Sty-Sty	NCIH1755___Sty
pgxcs-kftwz8ua	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1792___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1792___Nsp-Nsp	NCIH1792___Nsp
pgxcs-kftwz8v9	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1792___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1792___Sty-Sty	NCIH1792___Sty
pgxcs-kftwz8w9	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1793___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1793___Nsp-Nsp	NCIH1793___Nsp
pgxcs-kftwz8x8	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1793___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1793___Sty-Sty	NCIH1793___Sty
pgxcs-kftwz8y7	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1838___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1838___Nsp-Nsp	NCIH1838___Nsp
pgxcs-kftwz8z6	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1838___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1838___Sty-Sty	NCIH1838___Sty
pgxcs-kftwz905	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1975___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1975___Nsp-Nsp	NCIH1975___Nsp
pgxcs-kftwz914	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1975___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1975___Sty-Sty	NCIH1975___Sty
pgxcs-kftwz923	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1993___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1993___Nsp-Nsp	NCIH1993___Nsp
pgxcs-kftwz932	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1993___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1993___Sty-Sty	NCIH1993___Sty
pgxcs-kftwz941	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH2009___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH2009___Nsp-Nsp	NCIH2009___Nsp
pgxcs-kftwz950	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH2009___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH2009___Sty-Sty	NCIH2009___Sty
pgxcs-kftwz95z	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH2030___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH2030___Nsp-Nsp	NCIH2030___Nsp
pgxcs-kftwz96y	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH2030___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH2030___Sty-Sty	NCIH2030___Sty
pgxcs-kftwz97x	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH2087___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH2087___Nsp-Nsp	NCIH2087___Nsp
pgxcs-kftwz98w	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH2087___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH2087___Sty-Sty	NCIH2087___Sty
pgxcs-kftwz99v	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH2122___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH2122___Nsp-Nsp	NCIH2122___Nsp
pgxcs-kftwz9au	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH2122___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH2122___Sty-Sty	NCIH2122___Sty
pgxcs-kftwz9bt	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH2228___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH2228___Nsp-Nsp	NCIH2228___Nsp
pgxcs-kftwz9db	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH2228___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH2228___Sty-Sty	NCIH2228___Sty
pgxcs-kftwz9dt	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH23___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH23___Nsp-Nsp	NCIH23___Nsp
pgxcs-kftwz9ha	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH23___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH23___Sty-Sty	NCIH23___Sty
pgxcs-kftwz9ib	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH2347___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH2347___Nsp-Nsp	NCIH2347___Nsp
pgxcs-kftwz9ja	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH2347___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH2347___Sty-Sty	NCIH2347___Sty
pgxcs-kftwz9k9	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH522___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH522___Nsp-Nsp	NCIH522___Nsp
pgxcs-kftwz9l8	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH522___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH522___Sty-Sty	NCIH522___Sty
pgxcs-kftwz9m7	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH650___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH650___Nsp-Nsp	NCIH650___Nsp
pgxcs-kftwz9n6	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH650___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH650___Sty-Sty	NCIH650___Sty
pgxcs-kftwz9o5	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH838___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH838___Nsp-Nsp	NCIH838___Nsp
pgxcs-kftwz9p5	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH838___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH838___Sty-Sty	NCIH838___Sty
pgxcs-kftwz9q4	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH596___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH596___Nsp-Nsp	NCIH596___Nsp
pgxcs-kftwz9r2	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH596___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH596___Sty-Sty	NCIH596___Sty
pgxcs-kftwz9s1	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH720___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH720___Nsp-Nsp	NCIH720___Nsp
pgxcs-kftwz9t1	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH720___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH720___Sty-Sty	NCIH720___Sty
pgxcs-kftwz9u0	pgxcs::E-MTAB-38::AE-MTAB_38-CORL23___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-CORL23___Nsp-Nsp	CORL23___Nsp
pgxcs-kftwz9uz	pgxcs::E-MTAB-38::AE-MTAB_38-CORL23___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-CORL23___Sty-Sty	CORL23___Sty
pgxcs-kftwz9vy	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1155___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1155___Nsp-Nsp	NCIH1155___Nsp
pgxcs-kftwz9ww	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1155___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1155___Sty-Sty	NCIH1155___Sty
pgxcs-kftwz9xv	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1581___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1581___Nsp-Nsp	NCIH1581___Nsp
pgxcs-kftwz9yu	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1581___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1581___Sty-Sty	NCIH1581___Sty
pgxcs-kftwz9zu	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH2126___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH2126___Nsp-Nsp	NCIH2126___Nsp
pgxcs-kftwza0t	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH2126___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH2126___Sty-Sty	NCIH2126___Sty
pgxcs-kftwza1s	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH661___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH661___Nsp-Nsp	NCIH661___Nsp
pgxcs-kftwza2r	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH661___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH661___Sty-Sty	NCIH661___Sty
pgxcs-kftwza3r	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH810___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH810___Nsp-Nsp	NCIH810___Nsp
pgxcs-kftwza4q	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH810___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH810___Sty-Sty	NCIH810___Sty
pgxcs-kftwza5o	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1770___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1770___Nsp-Nsp	NCIH1770___Nsp
pgxcs-kftwza6n	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1770___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1770___Sty-Sty	NCIH1770___Sty
pgxcs-kftwza7n	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1404___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1404___Nsp-Nsp	NCIH1404___Nsp
pgxcs-kftwza8m	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH1404___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH1404___Sty-Sty	NCIH1404___Sty
pgxcs-kftwza9l	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH441___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH441___Nsp-Nsp	NCIH441___Nsp
pgxcs-kftwzaak	pgxcs::E-MTAB-38::AE-MTAB_38-NCIH441___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-NCIH441___Sty-Sty	NCIH441___Sty
pgxcs-kftwzabk	pgxcs::E-MTAB-38::AE-MTAB_38-CORL279___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-CORL279___Nsp-Nsp	CORL279___Nsp
pgxcs-kftwzacj	pgxcs::E-MTAB-38::AE-MTAB_38-CORL279___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-CORL279___Sty-Sty	CORL279___Sty
pgxcs-kftwzadj	pgxcs::E-MTAB-38::AE-MTAB_38-CORL88___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-CORL88___Nsp-Nsp	CORL88___Nsp
pgxcs-kftwzaej	pgxcs::E-MTAB-38::AE-MTAB_38-CORL88___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-CORL88___Sty-Sty	CORL88___Sty
pgxcs-kftwzafj	pgxcs::E-MTAB-38::AE-MTAB_38-DMS114___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-DMS114___Nsp-Nsp	DMS114___Nsp
pgxcs-kftwzagj	pgxcs::E-MTAB-38::AE-MTAB_38-DMS114___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-DMS114___Sty-Sty	DMS114___Sty
pgxcs-kftwzahi	pgxcs::E-MTAB-38::AE-MTAB_38-DMS153___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-DMS153___Nsp-Nsp	DMS153___Nsp
pgxcs-kftwzaii	pgxcs::E-MTAB-38::AE-MTAB_38-DMS153___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-DMS153___Sty-Sty	DMS153___Sty
pgxcs-kftwzajh	pgxcs::E-MTAB-38::AE-MTAB_38-DMS273___Nsp-Nsp	arrayexpress:E-MTAB-38	AE-MTAB_38-DMS273___Nsp-Nsp	DMS273___Nsp
pgxcs-kftwzakh	pgxcs::E-MTAB-38::AE-MTAB_38-DMS273___Sty-Sty	arrayexpress:E-MTAB-38	AE-MTAB_38-DMS273___Sty-Sty	DMS273___Sty
